name,category_id
アサヒビール,1272
磯自慢,1272
一ノ蔵,1272
カミュ,1272
菊姫,1272
霧島酒造,1272
キリンビール,1272
久保田,1272
越乃寒梅,1272
サッポロビール,1272
薩摩酒造,1272
サントリー,1272
ザ・マッカラン,1272
松竹梅,1272
ジムビーム,1272
十四代,1272
ジョニーウォーカー,1272
宝酒造,1272
獺祭,1272
チョーヤ梅酒,1272
鍋島,1272
ニッカウヰスキー,1272
ネスレ,1272
博水社,1272
八海山,1272
濵田酒造,1272
バランタイン,1272
ヘネシー,1272
ホッピービバレッジ,1272
本坊酒造,1272
ランディ,1272
リンツ,1272
リンデマンス,1272
ルピシア,1272
