name,category_id
ウィー,673
ウィーユー,673
エックスボックス,673
エックスボックス360,673
エックスボックスワン,673
エヌイーシー,673
ゲームボーイ,673
ゲームボーイアドバンス,673
コナミ,673
サンリオ,673
スーパーファミコン,673
スリーディーオー,673
セガ,673
ニンテンドー64,673
ニンテンドーゲームキューブ,673
ニンテンドースイッチ,673
ニンテンドー3DS,673
ニンテンドーDS,673
ネオジオ,673
ファミコン,673
プレイステーション,673
プレイステーション2,673
プレイステーション3,673
プレイステーション4,673
プレイステーションヴィータ,673
プレイステーションポータブル,673
ベルメゾン,673
マカフィー,673
レゴ,673
